,省份,城市,注册资本,公司名称,公司简称,邮箱列表,电话列表,标签
40250,河北省,秦皇岛市,20万人民币,<em>河北</em>省老药工<em>北戴河</em>休养所,老药工,222578082@qq.com,"['0335-8569885', '13503359011', '13031888668', '0335-4041652', '0135-3359011']",河北北戴河区高考
40251,河北省,秦皇岛市,113.5万人民币,<em>河北</em>出版集团<em>北戴河</em>培训中心,出版集团,xuanhejiudian@163.com,"['0335-7639999', '15383986717']",河北北戴河区高考
40252,河北省,秦皇岛市,684.271671万人民币,铁总（秦皇岛<em>北戴河区</em>）疗养服务有限公司,铁总疗养,bdhwzz@163.com,"['0335-7935628', '0335-7935686', '15032308908']",河北北戴河区高考
40252,河北省,秦皇岛市,684.271671万人民币,铁总（秦皇岛<em>北戴河区</em>）疗养服务有限公司,铁总疗养,bdhlbs@qq.com,"['0335-7935628', '0335-7935686', '15032308908']",河北北戴河区高考
40252,河北省,秦皇岛市,684.271671万人民币,铁总（秦皇岛<em>北戴河区</em>）疗养服务有限公司,铁总疗养,bdhlbs@163.com,"['0335-7935628', '0335-7935686', '15032308908']",河北北戴河区高考
40253,河北省,秦皇岛市,316万人民币,<em>河北</em>牟柴<em>教育</em>咨询有限公司,牟柴教育,1941494249@qq.com,['15732411163'],河北北戴河区教育
40257,河北省,秦皇岛市,100万人民币,北岛博智（秦皇岛）科技股份有限公司,博智,948032343@qq.com,"['0335-8018298', '0315-8018298', '0335-5310685']",河北海港区辅导
40258,河北省,秦皇岛市,100万人民币,秦皇岛市路畅汽车驾驶员<em>考试</em>服务有限公司,畅汽车,946676593@qq.com,"['0335-3588931', '0335-3616966', '18003351358']",河北海港区考试
40259,河北省,秦皇岛市,150万人民币,秦皇岛市路顺伟业汽车驾驶员<em>考试</em>服务有限公司,顺伟业,946676593@qq.com,"['0335-3616966', '18003351358']",河北海港区考试
40260,河北省,秦皇岛市,600万人民币,秦皇岛海昌船务有限公司,海昌船务,crewing@haichangqhd.com,"['0335-3639081', '0335-3639093', '0335-3639103']",河北海港区考试
40261,河北省,秦皇岛市,1000万人民币,秦皇岛市银盾保安服务有限公司,银盾保安,948177@qq.com,"['0335-3359393', '13293181175']",河北海港区考试
40261,河北省,秦皇岛市,1000万人民币,秦皇岛市银盾保安服务有限公司,银盾保安,870816200@qq.com,"['0335-3359393', '13293181175']",河北海港区考试
40262,河北省,秦皇岛市,100万人民币,秦皇岛瑞通机动车驾驶员培训有限公司,瑞通,rtxzb@126.com,"['0335-3631888', '0335-3089999']",河北海港区考试
40262,河北省,秦皇岛市,100万人民币,秦皇岛瑞通机动车驾驶员培训有限公司,瑞通,qhdrtjx@163.com,"['0335-3631888', '0335-3089999']",河北海港区考试
40263,河北省,秦皇岛市,50万人民币,秦皇岛品读<em>图书</em>有限公司,品读图书,3368491157@qq.com,"['13630363600', '0335-8885889', '18712735588', '13333307061', '13230363600']",河北海港区图书
40264,河北省,秦皇岛市,54.58万人民币,秦皇岛市巨人<em>图书</em>文化有限公司,巨人图书,15227299674@163.com,"['0335-3345678', '15227299674', '13933654594']",河北海港区图书
40265,河北省,秦皇岛市,30万人民币,秦皇岛市<em>海港区</em>琴学琴练<em>音乐</em>培训学校有限责任公司,琴学琴练,329508035@qq.com,['13333310997'],河北海港区音乐
40266,河北省,秦皇岛市,30万人民币,秦皇岛市<em>海港区</em>龙韵<em>艺术</em>培训学校有限公司,龙韵艺术,136815674@qq.com,"['0335-3291266', '0335-3291268']",河北海港区艺术
40267,河北省,秦皇岛市,50万人民币,秦皇岛市<em>海港区</em>锐思<em>培训</em>学校有限责任公司,锐思培训,liuchangxing@china1v1.com,['0335-8083365'],河北海港区培训
40268,河北省,秦皇岛市,10万人民币,秦皇岛分正好教育科技有限公司,分正好,h18931354112@163.com,['18931354112'],河北海港区高考
40269,河北省,秦皇岛市,30万人民币,秦皇岛市<em>海港区</em>互信<em>教育</em>科技有限责任公司,互信教育,375407043@qq.com,['13363351238'],河北海港区教育
40274,河北省,秦皇岛市,10000万人民币,坤物集团有限公司,物集团,729710478@qq.com,"['13634309717', '13356693881']",河北抚宁区辅导
40274,河北省,秦皇岛市,10000万人民币,坤物集团有限公司,物集团,591210552@qq.com,"['13634309717', '13356693881']",河北抚宁区辅导
40275,河北省,秦皇岛市,其他有限责任公司分公司,<em>河北</em>交投中油能源销售有限公司沿海高速<em>抚宁</em>服务区分公司,交投中油,1096269806@qq.com,"['0311-89666064', '15033580522', '15933553456']",河北抚宁区图书
40276,河北省,秦皇岛市,有限责任公司分公司（非自然人投资或控股的法人独资）,秦皇岛市新华书店有限责任公司<em>抚宁</em>分公司,新华书店,xhsd6011529@163.com,['0335-6011529'],河北抚宁区图书
40276,河北省,秦皇岛市,有限责任公司分公司（非自然人投资或控股的法人独资）,秦皇岛市新华书店有限责任公司<em>抚宁</em>分公司,新华书店,xhsd@163.com,['0335-6011529'],河北抚宁区图书
40276,河北省,秦皇岛市,有限责任公司分公司（非自然人投资或控股的法人独资）,秦皇岛市新华书店有限责任公司<em>抚宁</em>分公司,新华书店,xhsd60115269@163.com,['0335-6011529'],河北抚宁区图书
40276,河北省,秦皇岛市,有限责任公司分公司（非自然人投资或控股的法人独资）,秦皇岛市新华书店有限责任公司<em>抚宁</em>分公司,新华书店,funingxianshudian@163.com,['0335-6011529'],河北抚宁区图书
40277,河北省,秦皇岛市,有限责任公司分公司（非自然人投资或控股的法人独资）,<em>河北</em>高速燕赵驿行集团有限公司秦皇岛分公司,高速燕赵,240263920@qq.com,['0335-7158488'],河北抚宁区图书
40277,河北省,秦皇岛市,有限责任公司分公司（非自然人投资或控股的法人独资）,<em>河北</em>高速燕赵驿行集团有限公司秦皇岛分公司,高速燕赵,bdhfwq2006@163.com,['0335-7158488'],河北抚宁区图书
40278,河北省,秦皇岛市,30万人民币,秦皇岛市<em>抚宁区</em>睿哲培训学校有限公司,睿哲培训,411234049@qq.com,['15076038321'],河北抚宁区音乐
40279,河北省,秦皇岛市,30万人民币,秦皇岛市<em>抚宁区</em>艺美汇培训学校有限公司,艺美汇,249248814@qq.com,['13223303321'],河北抚宁区舞蹈
40280,河北省,秦皇岛市,30万人民币,秦皇岛市<em>抚宁区</em>山海和蕴培训学校有限公司,山海和蕴,wy787521666@163.com,['13643362868'],河北抚宁区舞蹈
40281,河北省,秦皇岛市,30万人民币,秦皇岛市<em>抚宁区</em>韵声培训学校有限公司,韵声培训,358794852@qq.com,"['13292316586', '13031885311']",河北抚宁区舞蹈
40282,河北省,秦皇岛市,30万人民币,秦皇岛市<em>抚宁区</em>昕艺<em>艺术</em>培训学校有限公司,昕艺艺术,867745818@qq.com,['13273351111'],河北抚宁区艺术
40283,河北省,秦皇岛市,20万人民币,秦皇岛市<em>抚宁区</em>纳艾思艺术<em>培训</em>学校有限公司,纳艾思,1138029961@qq.com,"['15903337116', '0335-6023380']",河北抚宁区培训
40284,河北省,秦皇岛市,30万人民币,秦皇岛市<em>抚宁区</em>翰辰艺术<em>培训</em>学校有限公司,翰辰艺术,1747744938@qq.com,['18333560101'],河北抚宁区培训
40285,河北省,秦皇岛市,30万人民币,秦皇岛市<em>抚宁区</em>曦橙<em>培训</em>学校有限公司,曦橙培训,774131797@qq.com,['15232310386'],河北抚宁区培训
40286,河北省,秦皇岛市,21万人民币,秦皇岛市<em>抚宁区</em>知新<em>培训</em>学校有限公司,知新培训,659734825@qq.com,"['13393201456', '18713575656', '15533546987', '18833894602']",河北抚宁区培训
40287,河北省,秦皇岛市,30万人民币,秦皇岛市<em>抚宁区</em>金画笔<em>培训</em>学校有限公司,金画笔,908867686@qq.com,['13731785868'],河北抚宁区培训
40292,河北省,秦皇岛市,700万人民币,秦皇岛市同业西关小企业创业<em>辅导</em>基地有限公司,同业西关,jiangxichuan2007@qq.com,"['0335-5939998', '0335-5052222', '13833530804']",河北山海关区辅导
40293,河北省,秦皇岛市,20万人民币,秦皇岛市<em>山海关区</em>全优文化培训学校有限公司,全优文化,44491949@qq.com,['18733570619'],河北山海关区辅导
40293,河北省,秦皇岛市,20万人民币,秦皇岛市<em>山海关区</em>全优文化培训学校有限公司,全优文化,403783216@qq.com,['18733570619'],河北山海关区辅导
40294,河北省,秦皇岛市,30万人民币,秦皇岛市<em>山海关区</em>西比埃文化培训学校有限公司,西比埃,1344629644@qq.com,"['15350891792', '15933506540']",河北山海关区辅导
40295,河北省,秦皇岛市,30万人民币,秦皇岛市<em>山海关区</em>墨格美学艺术培训学校有限公司,墨格美学,544160741@qq.com,"['0335-5151959', '18633521959']",河北山海关区书店
40296,河北省,秦皇岛市,有限责任公司分公司(自然人投资或控股),秦皇岛市金钥匙<em>图书</em>有限公司<em>山海关</em>分公司,金钥匙,1784763829@qq.com,"['13503359321', '0335-3077166', '0335-3575757']",河北山海关区图书
40297,河北省,秦皇岛市,1000万人民币,<em>河北</em>光蚂科技有限公司,光蚂科技,228633747@qq.com,['13803359756'],河北山海关区图书
40298,河北省,秦皇岛市,300万人民币,<em>河北</em>天儒教育科技有限公司,天儒教育,47015196@sina.com,"['0335-50514452', '0335-5051442', '15100350455', '13933616687']",河北山海关区图书
40298,河北省,秦皇岛市,300万人民币,<em>河北</em>天儒教育科技有限公司,天儒教育,47015196@qq.com,"['0335-50514452', '0335-5051442', '15100350455', '13933616687']",河北山海关区图书
40298,河北省,秦皇岛市,300万人民币,<em>河北</em>天儒教育科技有限公司,天儒教育,13933795325@139.com,"['0335-50514452', '0335-5051442', '15100350455', '13933616687']",河北山海关区图书
40298,河北省,秦皇岛市,300万人民币,<em>河北</em>天儒教育科技有限公司,天儒教育,15100350455@139.com,"['0335-50514452', '0335-5051442', '15100350455', '13933616687']",河北山海关区图书
40299,河北省,秦皇岛市,500万人民币,秦皇岛市上下铺贸易有限公司,上下铺,2789993425@qq.com,['13903353056'],河北山海关区图书
40299,河北省,秦皇岛市,500万人民币,秦皇岛市上下铺贸易有限公司,上下铺,4056784312@qq.com,['13903353056'],河北山海关区图书
40299,河北省,秦皇岛市,500万人民币,秦皇岛市上下铺贸易有限公司,上下铺,278999@qq.com,['13903353056'],河北山海关区图书
40299,河北省,秦皇岛市,500万人民币,秦皇岛市上下铺贸易有限公司,上下铺,405678432@qq.com,['13903353056'],河北山海关区图书
40300,河北省,秦皇岛市,有限责任公司分公司(自然人投资或控股的法人独资),秦皇岛市新华书店有限责任公司<em>山海关</em>分公司,新华书店,shanhaiguanshudian@163.com,"['0335-5051412', '0035-5051412']",河北山海关区图书
40301,河北省,秦皇岛市,1000万人民币,秦皇岛市郁麟环保设备有限公司,郁麟环保,2479468601@qq.com,"['0335-3919080', '15710903687', '13933968908', '0335-3693528']",河北山海关区音乐
40317,河北省,秦皇岛市,20万人民币,秦皇岛市<em>山海关区</em>妍韵艺术培训学校有限公司,妍韵艺术,327796584@qq.com,['13833576555'],河北山海关区舞蹈
40345,河北省,秦皇岛市,20000万人民币,秦皇岛众惠道路运输服务有限公司,众惠道路,798708222@qq.com,"['15222549555', '18713531111']",河北青龙满族自治县考试
40352,河北省,秦皇岛市,10万人民币,<em>青龙满族自治县</em>爱读<em>书店</em>,爱读书店,719902252@qq.com,['15930590123'],河北青龙满族自治县书店
40913,河北省,秦皇岛市,20万人民币,秦皇岛市<em>山海关区</em>妍韵<em>艺术</em>培训学校有限公司,妍韵艺术,327796584@qq.com,['13833576555'],河北山海关区艺术
40916,河北省,秦皇岛市,20万人民币,秦皇岛市<em>山海关区</em>童声童艺<em>艺术</em>培训学校有限公司,童声童艺,489523473@qq.com,"['18903356989', '18003333488', '13011975238']",河北山海关区艺术
40917,河北省,秦皇岛市,5000万人民币,秦皇岛闲庭文化<em>艺术</em>发展有限公司,闲庭文化,xianting6666@126.com,"['0335-7816620', '13903354706', '0335-5260000']",河北山海关区艺术
40917,河北省,秦皇岛市,5000万人民币,秦皇岛闲庭文化<em>艺术</em>发展有限公司,闲庭文化,xiantinghg@163.com,"['0335-7816620', '13903354706', '0335-5260000']",河北山海关区艺术
40917,河北省,秦皇岛市,5000万人民币,秦皇岛闲庭文化<em>艺术</em>发展有限公司,闲庭文化,446329224@qq.com,"['0335-7816620', '13903354706', '0335-5260000']",河北山海关区艺术
40917,河北省,秦皇岛市,5000万人民币,秦皇岛闲庭文化<em>艺术</em>发展有限公司,闲庭文化,xianting@163.com,"['0335-7816620', '13903354706', '0335-5260000']",河北山海关区艺术
40917,河北省,秦皇岛市,5000万人民币,秦皇岛闲庭文化<em>艺术</em>发展有限公司,闲庭文化,hwbgs@huawenart.com,"['0335-7816620', '13903354706', '0335-5260000']",河北山海关区艺术
40923,河北省,秦皇岛市,30万人民币,秦皇岛市<em>山海关区</em>墨格美学艺术<em>培训</em>学校有限公司,墨格美学,544160741@qq.com,"['0335-5151959', '18633521959']",河北山海关区培训
40928,河北省,秦皇岛市,30万人民币,秦皇岛市<em>山海关区</em>悠杨艺术<em>培训</em>学校有限公司,悠杨艺术,847556418@qq.com,"['18630376763', '13503238920']",河北山海关区培训
40932,河北省,秦皇岛市,30万人民币,秦皇岛市<em>山海关区</em>蓝橡树艺术<em>培训</em>学校有限公司,蓝橡树,83579546@qq.com,"['15603382992', '13292378281', '13011975238']",河北山海关区培训
40934,河北省,秦皇岛市,10万人民币,秦皇岛市花若闲美容有限公司,花若闲,563663694@qq.com,"['13333346999', '0335-5152853']",河北山海关区高中
40935,河北省,秦皇岛市,30万人民币,秦皇岛市云尚时光旅行社有限公司,云尚时光,563663694@qq.com,['13933661828'],河北山海关区高中
40936,河北省,秦皇岛市,10万人民币,秦皇岛市德创电器服务有限公司,德创电器,563663694@qq.com,"['13833554998', '0335-5152853']",河北山海关区高中
40937,河北省,秦皇岛市,10万人民币,秦皇岛市方舟庄园餐饮有限公司,方舟庄园,563663694@qq.com,['0335-5152853'],河北山海关区高中
40945,河北省,秦皇岛市,600万人民币,秦皇岛市<em>山海关区</em>市政维修建设工程处,市政维修,qhdshgszcwh@126.com,"['0335-5138387', '0335-5138389', '18733531682', '13933558455']",河北山海关区中学
40945,河北省,秦皇岛市,600万人民币,秦皇岛市<em>山海关区</em>市政维修建设工程处,市政维修,szbgs5138387@163.com,"['0335-5138387', '0335-5138389', '18733531682', '13933558455']",河北山海关区中学
40945,河北省,秦皇岛市,600万人民币,秦皇岛市<em>山海关区</em>市政维修建设工程处,市政维修,shgfjb@163.com,"['0335-5138387', '0335-5138389', '18733531682', '13933558455']",河北山海关区中学
40950,河北省,秦皇岛市,33.5万人民币,秦皇岛市<em>山海关</em>铁路配件厂,山海关铁,88184515@qq.com,"['18630305871', '0335-7945558', '0335-7942409', '13933619184']",河北山海关区中学
40955,河北省,秦皇岛市,300万人民币,<em>河北</em>天儒<em>教育</em>科技有限公司,天儒教育,47015196@sina.com,"['0335-50514452', '0335-5051442', '15100350455', '13933616687']",河北山海关区教育
40955,河北省,秦皇岛市,300万人民币,<em>河北</em>天儒<em>教育</em>科技有限公司,天儒教育,47015196@qq.com,"['0335-50514452', '0335-5051442', '15100350455', '13933616687']",河北山海关区教育
40955,河北省,秦皇岛市,300万人民币,<em>河北</em>天儒<em>教育</em>科技有限公司,天儒教育,13933795325@139.com,"['0335-50514452', '0335-5051442', '15100350455', '13933616687']",河北山海关区教育
40955,河北省,秦皇岛市,300万人民币,<em>河北</em>天儒<em>教育</em>科技有限公司,天儒教育,15100350455@139.com,"['0335-50514452', '0335-5051442', '15100350455', '13933616687']",河北山海关区教育
40967,河北省,秦皇岛市,30万人民币,秦皇岛市<em>山海关区</em>龙翔高中有限公司,龙翔高中,1242770632@163.com,"['0335-5058818', '13091378860', '13930335088']",河北山海关区教育
40967,河北省,秦皇岛市,30万人民币,秦皇岛市<em>山海关区</em>龙翔高中有限公司,龙翔高中,bailu702@163.com,"['0335-5058818', '13091378860', '13930335088']",河北山海关区教育
40969,河北省,秦皇岛市,8800万人民币,<em>河北</em>蒙赢<em>教育</em>科技有限公司,蒙赢教育,492794459@qq.com,"['13483583966', '13780385777']",河北山海关区教育
40989,河北省,唐山市,30万人民币,唐山市<em>丰润区</em>教有方培训学校有限公司,教有方,582962965@qq.com,"['18716060594', '18731590315']",河北丰润区辅导
40993,河北省,唐山市,30万人民币,唐山市<em>丰润区</em>鸿儒培训学校有限公司,鸿儒培训,1437043615@qq.com,"['18633168608', '13231576036']",河北丰润区辅导
40993,河北省,唐山市,30万人民币,唐山市<em>丰润区</em>鸿儒培训学校有限公司,鸿儒培训,wangtao0326@sina.cn,"['18633168608', '13231576036']",河北丰润区辅导
40994,河北省,唐山市,30万人民币,唐山市<em>丰润区</em>艺欣培训学校有限公司,艺欣培训,894467362@qq.com,['15031582930'],河北丰润区辅导
40996,河北省,唐山市,360万人民币,唐山市<em>丰润区</em>九运驾考服务中心（个人独资）,九运驾考,2956681770@qq.com,"['13831552972', '15027656666', '13703335551']",河北丰润区考试
40996,河北省,唐山市,360万人民币,唐山市<em>丰润区</em>九运驾考服务中心（个人独资）,九运驾考,295681770@qq.com,"['13831552972', '15027656666', '13703335551']",河北丰润区考试
40997,河北省,唐山市,20万人民币,唐山市<em>丰润区</em>华图众成金桥培训学校有限公司,华图众成,494647344@qq.com,"['13933353937', '18833332678']",河北丰润区考试
40997,河北省,唐山市,20万人民币,唐山市<em>丰润区</em>华图众成金桥培训学校有限公司,华图众成,765663552@qq.com,"['13933353937', '18833332678']",河北丰润区考试
41000,河北省,唐山市,200万人民币,唐山浭恒驾驶员培训有限公司,浭恒,1140495064@qq.com,['15032423333'],河北丰润区考试
41010,河北省,唐山市,20万人民币,唐山市畅育轩<em>书店</em>有限公司,畅育轩,2205126797@qq.com,"['15733338458', '15230928888', '15230923888']",河北丰润区书店
41024,河北省,唐山市,200万人民币,唐山市<em>丰润区</em>盛腾商贸有限公司,盛腾商贸,2578318113@qq.com,"['18132159931', '0315-8960551', '13473534569', '15030578910']",河北丰润区图书
41024,河北省,唐山市,200万人民币,唐山市<em>丰润区</em>盛腾商贸有限公司,盛腾商贸,18132159931@qq.com,"['18132159931', '0315-8960551', '13473534569', '15030578910']",河北丰润区图书
41024,河北省,唐山市,200万人民币,唐山市<em>丰润区</em>盛腾商贸有限公司,盛腾商贸,253469136@qq.com,"['18132159931', '0315-8960551', '13473534569', '15030578910']",河北丰润区图书
41024,河北省,唐山市,200万人民币,唐山市<em>丰润区</em>盛腾商贸有限公司,盛腾商贸,20853473@qq.com,"['18132159931', '0315-8960551', '13473534569', '15030578910']",河北丰润区图书
41024,河北省,唐山市,200万人民币,唐山市<em>丰润区</em>盛腾商贸有限公司,盛腾商贸,452718005@qq.com,"['18132159931', '0315-8960551', '13473534569', '15030578910']",河北丰润区图书
41029,河北省,唐山市,50万人民币,<em>河北</em>百灵鸟体育用品有限公司,百灵鸟,1052950934@qq.com,"['0315-5013889', '13832574279', '13832855068']",河北丰润区图书
41029,河北省,唐山市,50万人民币,<em>河北</em>百灵鸟体育用品有限公司,百灵鸟,bailingniao188@163.com,"['0315-5013889', '13832574279', '13832855068']",河北丰润区图书
41034,河北省,唐山市,100万人民币,唐山市<em>丰润区</em>琦泽儿童乐园有限公司,琦泽,13911223457@qq.com,"['13911223457', '15903400333']",河北丰润区图书
41034,河北省,唐山市,100万人民币,唐山市<em>丰润区</em>琦泽儿童乐园有限公司,琦泽,15903400333@qq.com,"['13911223457', '15903400333']",河北丰润区图书
41078,河北省,唐山市,10万人民币,唐山市<em>丰润区</em>英嘉文化<em>艺术</em>交流有限公司,英嘉文化,63546882@qq.com,['18332751541'],河北丰润区艺术
41078,河北省,唐山市,10万人民币,唐山市<em>丰润区</em>英嘉文化<em>艺术</em>交流有限公司,英嘉文化,635468892@qq.com,['18332751541'],河北丰润区艺术
41085,河北省,唐山市,30万人民币,唐山市<em>丰润区</em>敲门砖<em>培训</em>学校有限公司,敲门砖,qiaomenzhuan2020@163.com,['17649980086'],河北丰润区培训
41086,河北省,唐山市,200万人民币,唐山市<em>丰润区</em>连双机动车驾驶员<em>培训</em>学校,连双,531794521@qq.com,['0315-5175888'],河北丰润区培训
41086,河北省,唐山市,200万人民币,唐山市<em>丰润区</em>连双机动车驾驶员<em>培训</em>学校,连双,1939457234@qq.com,['0315-5175888'],河北丰润区培训
41087,河北省,唐山市,30万人民币,唐山市<em>丰润区</em>泓赞<em>培训</em>学校有限公司,泓赞培训,919962132@qq.com,['15931519962'],河北丰润区培训
41090,河北省,唐山市,30万人民币,唐山市<em>丰润区</em>鑫汇<em>培训</em>学校有限公司,鑫汇培训,13633349988@163.com,"['0315-7788776', '13803152720']",河北丰润区培训
41092,河北省,唐山市,30万人民币,唐山市<em>丰润区</em>达新<em>培训</em>学校有限公司,达新培训,919962132@qq.com,['15931519962'],河北丰润区培训
41093,河北省,唐山市,10万人民币,唐山市<em>丰润区</em>新之星<em>培训</em>学校有限公司,新之星,tsfrxinxingpeixun@163.com,['13832993125'],河北丰润区培训
41099,河北省,唐山市,30万人民币,唐山市<em>丰润区</em>昊博<em>培训</em>学校有限公司,昊博培训,723774668@qq.com,['13831513199'],河北丰润区培训
41114,河北省,唐山市,120万人民币,唐山市金桥<em>中学</em>有限公司,金桥中学,494647344@qq.com,"['0315-8731073', '15128868026']",河北丰润区中学
41135,河北省,唐山市,10万人民币,唐山市<em>丰润区</em>泽智<em>教育</em>科技有限公司,泽智教育,131632186@qq.com,"['13831500015', '15713416577']",河北丰润区教育
41135,河北省,唐山市,10万人民币,唐山市<em>丰润区</em>泽智<em>教育</em>科技有限公司,泽智教育,1316312186@qq.com,"['13831500015', '15713416577']",河北丰润区教育
41138,河北省,唐山市,30万人民币,唐山市<em>丰润区</em>启诺<em>教育</em>科技有限公司,启诺教育,wjy810210@163.com,['15690539999'],河北丰润区教育
41141,河北省,唐山市,2000万人民币,唐山金桥<em>教育</em>集团有限公司,金桥教育,576923223@qq.com,"['13483577717', '0315-5507888']",河北丰润区教育
41161,河北省,唐山市,100万人民币,<em>遵化市</em>中小企业创业<em>辅导</em>中心,中小企业,zhszxqycyfdzx@163.com,['0315-6672100'],河北遵化市辅导
41165,河北省,唐山市,10万人民币,<em>遵化市</em>顺和机动车驾驶员培训学校,顺和,536345456@qq.com,['13603370759'],河北遵化市考试
41167,河北省,唐山市,其他有限责任公司分公司,唐山市路通驾考服务有限公司<em>遵化</em>分公司,路通驾考,3238094241@qq.com,"['0315-6966131', '13932585017', '0315-6934555']",河北遵化市考试
41167,河北省,唐山市,其他有限责任公司分公司,唐山市路通驾考服务有限公司<em>遵化</em>分公司,路通驾考,369051312@qq.com,"['0315-6966131', '13932585017', '0315-6934555']",河北遵化市考试
41167,河北省,唐山市,其他有限责任公司分公司,唐山市路通驾考服务有限公司<em>遵化</em>分公司,路通驾考,236585242@qq.com,"['0315-6966131', '13932585017', '0315-6934555']",河北遵化市考试
41186,河北省,唐山市,其他有限责任公司分公司,<em>河北</em>永辉超市有限公司<em>遵化</em>分公司,永辉超市,550183461@qq.com,"['0315-5312066', '0315-5312061', '0311-68051261', '13911273177']",河北遵化市图书
41186,河北省,唐山市,其他有限责任公司分公司,<em>河北</em>永辉超市有限公司<em>遵化</em>分公司,永辉超市,80586668@yonghui.cn,"['0315-5312066', '0315-5312061', '0311-68051261', '13911273177']",河北遵化市图书
41186,河北省,唐山市,其他有限责任公司分公司,<em>河北</em>永辉超市有限公司<em>遵化</em>分公司,永辉超市,15373959050@163.com,"['0315-5312066', '0315-5312061', '0311-68051261', '13911273177']",河北遵化市图书
41187,河北省,唐山市,有限责任公司分公司（非自然人投资或控股的法人独资）,<em>河北</em>永辉超市有限公司<em>遵化</em>金缘分公司,永辉超市,80586668@yonghui.cn,"['0315-5206966', '0315-5206766']",河北遵化市图书
41192,河北省,唐山市,300万人民币,<em>河北</em>丁布儿文化传媒有限公司,丁布儿,2315124719@qq.com,['15032569106'],河北遵化市图书
41193,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>马兰峪支局,中国邮政,544039294@qq.com,"['0315-6944507', '0315-6661383', '13633258777', '0315-32936898', '15694450713']",河北遵化市图书
41193,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>马兰峪支局,中国邮政,zhpost6661928@163.com,"['0315-6944507', '0315-6661383', '13633258777', '0315-32936898', '15694450713']",河北遵化市图书
41193,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>马兰峪支局,中国邮政,294309765@qq.com,"['0315-6944507', '0315-6661383', '13633258777', '0315-32936898', '15694450713']",河北遵化市图书
41193,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>马兰峪支局,中国邮政,276907989@qq.com,"['0315-6944507', '0315-6661383', '13633258777', '0315-32936898', '15694450713']",河北遵化市图书
41193,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>马兰峪支局,中国邮政,349893054@qq.com,"['0315-6944507', '0315-6661383', '13633258777', '0315-32936898', '15694450713']",河北遵化市图书
41194,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>平安城支局,中国邮政,zhpost6661928@163.com,"['0315-6661383', '0315-6977070', '13722518864', '13932558088']",河北遵化市图书
41194,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>平安城支局,中国邮政,475344039@qq.com,"['0315-6661383', '0315-6977070', '13722518864', '13932558088']",河北遵化市图书
41195,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>石门支局,中国邮政,zhpost6661928@163.com,"['0315-6661383', '0315-6944507', '13633258777', '0315-6922503', '0315-85096345', '15666138313']",河北遵化市图书
41195,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>石门支局,中国邮政,294309765@qq.com,"['0315-6661383', '0315-6944507', '13633258777', '0315-6922503', '0315-85096345', '15666138313']",河北遵化市图书
41195,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>石门支局,中国邮政,276907989@qq.com,"['0315-6661383', '0315-6944507', '13633258777', '0315-6922503', '0315-85096345', '15666138313']",河北遵化市图书
41195,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>石门支局,中国邮政,349893054@qq.com,"['0315-6661383', '0315-6944507', '13633258777', '0315-6922503', '0315-85096345', '15666138313']",河北遵化市图书
41197,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>石人沟支局,中国邮政,zhpost6661928@163.com,"['0315-6050081', '0315-6661383']",河北遵化市图书
41197,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>石人沟支局,中国邮政,260808524@qq.com,"['0315-6050081', '0315-6661383']",河北遵化市图书
41197,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>石人沟支局,中国邮政,349893054@qq.com,"['0315-6050081', '0315-6661383']",河北遵化市图书
41198,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>党峪支局,中国邮政,zhpost6661928@163.com,"['0315-6661383', '0315-6944507', '0315-6033371', '0315-32508819', '15603337113']",河北遵化市图书
41198,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>党峪支局,中国邮政,294309765@qq.com,"['0315-6661383', '0315-6944507', '0315-6033371', '0315-32508819', '15603337113']",河北遵化市图书
